date,nav,fund_name
10-03-2022,40.7878,SBI Small Cap Fund - Direct Plan - Growth
11-03-2022,41.2701,SBI Small Cap Fund - Direct Plan - Growth
14-03-2022,41.1625,SBI Small Cap Fund - Direct Plan - Growth
15-03-2022,40.7981,SBI Small Cap Fund - Direct Plan - Growth
16-03-2022,39.8956,SBI Small Cap Fund - Direct Plan - Growth
17-03-2022,40.5736,SBI Small Cap Fund - Direct Plan - Growth
18-03-2022,40.4857,SBI Small Cap Fund - Direct Plan - Growth
21-03-2022,40.2567,SBI Small Cap Fund - Direct Plan - Growth
22-03-2022,40.9892,SBI Small Cap Fund - Direct Plan - Growth
23-03-2022,40.4575,SBI Small Cap Fund - Direct Plan - Growth
24-03-2022,40.9843,SBI Small Cap Fund - Direct Plan - Growth
25-03-2022,41.1871,SBI Small Cap Fund - Direct Plan - Growth
28-03-2022,40.5665,SBI Small Cap Fund - Direct Plan - Growth
29-03-2022,40.5407,SBI Small Cap Fund - Direct Plan - Growth
30-03-2022,41.1526,SBI Small Cap Fund - Direct Plan - Growth
31-03-2022,41.6643,SBI Small Cap Fund - Direct Plan - Growth
01-04-2022,42.6197,SBI Small Cap Fund - Direct Plan - Growth
04-04-2022,42.8572,SBI Small Cap Fund - Direct Plan - Growth
05-04-2022,45.0466,SBI Small Cap Fund - Direct Plan - Growth
06-04-2022,44.4472,SBI Small Cap Fund - Direct Plan - Growth
07-04-2022,44.2036,SBI Small Cap Fund - Direct Plan - Growth
08-04-2022,44.1854,SBI Small Cap Fund - Direct Plan - Growth
11-04-2022,43.2672,SBI Small Cap Fund - Direct Plan - Growth
12-04-2022,43.9654,SBI Small Cap Fund - Direct Plan - Growth
13-04-2022,44.5832,SBI Small Cap Fund - Direct Plan - Growth
14-04-2022,44.6182,SBI Small Cap Fund - Direct Plan - Growth
15-04-2022,44.2829,SBI Small Cap Fund - Direct Plan - Growth
18-04-2022,43.3119,SBI Small Cap Fund - Direct Plan - Growth
19-04-2022,42.8208,SBI Small Cap Fund - Direct Plan - Growth
20-04-2022,43.3199,SBI Small Cap Fund - Direct Plan - Growth
21-04-2022,43.2037,SBI Small Cap Fund - Direct Plan - Growth
22-04-2022,42.9487,SBI Small Cap Fund - Direct Plan - Growth
25-04-2022,43.2932,SBI Small Cap Fund - Direct Plan - Growth
26-04-2022,44.067,SBI Small Cap Fund - Direct Plan - Growth
27-04-2022,44.259,SBI Small Cap Fund - Direct Plan - Growth
28-04-2022,44.4899,SBI Small Cap Fund - Direct Plan - Growth
29-04-2022,45.4277,SBI Small Cap Fund - Direct Plan - Growth
02-05-2022,45.57,SBI Small Cap Fund - Direct Plan - Growth
03-05-2022,45.3814,SBI Small Cap Fund - Direct Plan - Growth
04-05-2022,45.8623,SBI Small Cap Fund - Direct Plan - Growth
05-05-2022,45.7087,SBI Small Cap Fund - Direct Plan - Growth
06-05-2022,45.4793,SBI Small Cap Fund - Direct Plan - Growth
09-05-2022,46.371,SBI Small Cap Fund - Direct Plan - Growth
10-05-2022,46.1911,SBI Small Cap Fund - Direct Plan - Growth
11-05-2022,44.3745,SBI Small Cap Fund - Direct Plan - Growth
12-05-2022,44.6267,SBI Small Cap Fund - Direct Plan - Growth
13-05-2022,44.3842,SBI Small Cap Fund - Direct Plan - Growth
16-05-2022,44.2139,SBI Small Cap Fund - Direct Plan - Growth
17-05-2022,44.5364,SBI Small Cap Fund - Direct Plan - Growth
18-05-2022,44.4478,SBI Small Cap Fund - Direct Plan - Growth
19-05-2022,44.6133,SBI Small Cap Fund - Direct Plan - Growth
20-05-2022,43.2823,SBI Small Cap Fund - Direct Plan - Growth
23-05-2022,42.6916,SBI Small Cap Fund - Direct Plan - Growth
24-05-2022,43.612,SBI Small Cap Fund - Direct Plan - Growth
25-05-2022,43.6217,SBI Small Cap Fund - Direct Plan - Growth
26-05-2022,42.5485,SBI Small Cap Fund - Direct Plan - Growth
27-05-2022,41.8853,SBI Small Cap Fund - Direct Plan - Growth
30-05-2022,41.2826,SBI Small Cap Fund - Direct Plan - Growth
31-05-2022,41.3666,SBI Small Cap Fund - Direct Plan - Growth
01-06-2022,41.1189,SBI Small Cap Fund - Direct Plan - Growth
02-06-2022,40.7328,SBI Small Cap Fund - Direct Plan - Growth
03-06-2022,40.7556,SBI Small Cap Fund - Direct Plan - Growth
06-06-2022,41.0681,SBI Small Cap Fund - Direct Plan - Growth
07-06-2022,40.929,SBI Small Cap Fund - Direct Plan - Growth
08-06-2022,40.5967,SBI Small Cap Fund - Direct Plan - Growth
09-06-2022,40.3603,SBI Small Cap Fund - Direct Plan - Growth
10-06-2022,40.5862,SBI Small Cap Fund - Direct Plan - Growth
13-06-2022,40.602,SBI Small Cap Fund - Direct Plan - Growth
14-06-2022,41.0896,SBI Small Cap Fund - Direct Plan - Growth
15-06-2022,40.4015,SBI Small Cap Fund - Direct Plan - Growth
16-06-2022,39.9518,SBI Small Cap Fund - Direct Plan - Growth
17-06-2022,40.4351,SBI Small Cap Fund - Direct Plan - Growth
20-06-2022,39.969,SBI Small Cap Fund - Direct Plan - Growth
21-06-2022,40.8187,SBI Small Cap Fund - Direct Plan - Growth
22-06-2022,41.6995,SBI Small Cap Fund - Direct Plan - Growth
23-06-2022,42.5913,SBI Small Cap Fund - Direct Plan - Growth
24-06-2022,42.05,SBI Small Cap Fund - Direct Plan - Growth
27-06-2022,42.1195,SBI Small Cap Fund - Direct Plan - Growth
28-06-2022,41.8288,SBI Small Cap Fund - Direct Plan - Growth
29-06-2022,42.4289,SBI Small Cap Fund - Direct Plan - Growth
30-06-2022,43.5363,SBI Small Cap Fund - Direct Plan - Growth
01-07-2022,44.1286,SBI Small Cap Fund - Direct Plan - Growth
04-07-2022,44.1567,SBI Small Cap Fund - Direct Plan - Growth
05-07-2022,43.9366,SBI Small Cap Fund - Direct Plan - Growth
06-07-2022,44.3864,SBI Small Cap Fund - Direct Plan - Growth
07-07-2022,43.5944,SBI Small Cap Fund - Direct Plan - Growth
08-07-2022,43.9669,SBI Small Cap Fund - Direct Plan - Growth
11-07-2022,43.3856,SBI Small Cap Fund - Direct Plan - Growth
12-07-2022,43.8112,SBI Small Cap Fund - Direct Plan - Growth
13-07-2022,43.7273,SBI Small Cap Fund - Direct Plan - Growth
14-07-2022,43.4945,SBI Small Cap Fund - Direct Plan - Growth
15-07-2022,42.9385,SBI Small Cap Fund - Direct Plan - Growth
18-07-2022,42.7302,SBI Small Cap Fund - Direct Plan - Growth
19-07-2022,43.1081,SBI Small Cap Fund - Direct Plan - Growth
20-07-2022,43.8046,SBI Small Cap Fund - Direct Plan - Growth
21-07-2022,44.1724,SBI Small Cap Fund - Direct Plan - Growth
22-07-2022,45.0982,SBI Small Cap Fund - Direct Plan - Growth
25-07-2022,46.8384,SBI Small Cap Fund - Direct Plan - Growth
26-07-2022,46.6338,SBI Small Cap Fund - Direct Plan - Growth
27-07-2022,46.5132,SBI Small Cap Fund - Direct Plan - Growth
28-07-2022,45.5317,SBI Small Cap Fund - Direct Plan - Growth
29-07-2022,46.3677,SBI Small Cap Fund - Direct Plan - Growth
01-08-2022,47.2946,SBI Small Cap Fund - Direct Plan - Growth
02-08-2022,46.7031,SBI Small Cap Fund - Direct Plan - Growth
03-08-2022,47.1592,SBI Small Cap Fund - Direct Plan - Growth
04-08-2022,48.0437,SBI Small Cap Fund - Direct Plan - Growth
05-08-2022,48.2308,SBI Small Cap Fund - Direct Plan - Growth
08-08-2022,48.868,SBI Small Cap Fund - Direct Plan - Growth
09-08-2022,49.0205,SBI Small Cap Fund - Direct Plan - Growth
10-08-2022,48.1503,SBI Small Cap Fund - Direct Plan - Growth
11-08-2022,48.9323,SBI Small Cap Fund - Direct Plan - Growth
12-08-2022,49.9293,SBI Small Cap Fund - Direct Plan - Growth
15-08-2022,50.5044,SBI Small Cap Fund - Direct Plan - Growth
16-08-2022,49.8066,SBI Small Cap Fund - Direct Plan - Growth
17-08-2022,49.2703,SBI Small Cap Fund - Direct Plan - Growth
18-08-2022,48.4594,SBI Small Cap Fund - Direct Plan - Growth
19-08-2022,49.0434,SBI Small Cap Fund - Direct Plan - Growth
22-08-2022,50.001,SBI Small Cap Fund - Direct Plan - Growth
23-08-2022,50.3443,SBI Small Cap Fund - Direct Plan - Growth
24-08-2022,51.0798,SBI Small Cap Fund - Direct Plan - Growth
25-08-2022,50.4405,SBI Small Cap Fund - Direct Plan - Growth
26-08-2022,50.5761,SBI Small Cap Fund - Direct Plan - Growth
29-08-2022,49.5622,SBI Small Cap Fund - Direct Plan - Growth
30-08-2022,49.0132,SBI Small Cap Fund - Direct Plan - Growth
31-08-2022,49.6837,SBI Small Cap Fund - Direct Plan - Growth
01-09-2022,49.53,SBI Small Cap Fund - Direct Plan - Growth
02-09-2022,50.4532,SBI Small Cap Fund - Direct Plan - Growth
05-09-2022,50.8856,SBI Small Cap Fund - Direct Plan - Growth
06-09-2022,52.9982,SBI Small Cap Fund - Direct Plan - Growth
07-09-2022,53.0992,SBI Small Cap Fund - Direct Plan - Growth
08-09-2022,52.0056,SBI Small Cap Fund - Direct Plan - Growth
09-09-2022,52.0046,SBI Small Cap Fund - Direct Plan - Growth
12-09-2022,51.2794,SBI Small Cap Fund - Direct Plan - Growth
13-09-2022,52.0567,SBI Small Cap Fund - Direct Plan - Growth
14-09-2022,52.1155,SBI Small Cap Fund - Direct Plan - Growth
15-09-2022,52.0343,SBI Small Cap Fund - Direct Plan - Growth
16-09-2022,51.9634,SBI Small Cap Fund - Direct Plan - Growth
19-09-2022,52.5664,SBI Small Cap Fund - Direct Plan - Growth
20-09-2022,52.236,SBI Small Cap Fund - Direct Plan - Growth
21-09-2022,52.8709,SBI Small Cap Fund - Direct Plan - Growth
22-09-2022,53.7266,SBI Small Cap Fund - Direct Plan - Growth
23-09-2022,53.4777,SBI Small Cap Fund - Direct Plan - Growth
26-09-2022,52.7616,SBI Small Cap Fund - Direct Plan - Growth
27-09-2022,52.382,SBI Small Cap Fund - Direct Plan - Growth
28-09-2022,52.9661,SBI Small Cap Fund - Direct Plan - Growth
29-09-2022,53.0661,SBI Small Cap Fund - Direct Plan - Growth
30-09-2022,53.5942,SBI Small Cap Fund - Direct Plan - Growth
03-10-2022,55.0382,SBI Small Cap Fund - Direct Plan - Growth
04-10-2022,55.2564,SBI Small Cap Fund - Direct Plan - Growth
05-10-2022,54.6135,SBI Small Cap Fund - Direct Plan - Growth
06-10-2022,55.5071,SBI Small Cap Fund - Direct Plan - Growth
07-10-2022,55.5776,SBI Small Cap Fund - Direct Plan - Growth
10-10-2022,56.3327,SBI Small Cap Fund - Direct Plan - Growth
11-10-2022,57.2618,SBI Small Cap Fund - Direct Plan - Growth
12-10-2022,56.4667,SBI Small Cap Fund - Direct Plan - Growth
13-10-2022,57.6655,SBI Small Cap Fund - Direct Plan - Growth
14-10-2022,58.4773,SBI Small Cap Fund - Direct Plan - Growth
17-10-2022,57.9768,SBI Small Cap Fund - Direct Plan - Growth
18-10-2022,58.2705,SBI Small Cap Fund - Direct Plan - Growth
19-10-2022,58.5245,SBI Small Cap Fund - Direct Plan - Growth
20-10-2022,58.5748,SBI Small Cap Fund - Direct Plan - Growth
21-10-2022,59.3701,SBI Small Cap Fund - Direct Plan - Growth
24-10-2022,60.6799,SBI Small Cap Fund - Direct Plan - Growth
25-10-2022,60.7168,SBI Small Cap Fund - Direct Plan - Growth
26-10-2022,61.9593,SBI Small Cap Fund - Direct Plan - Growth
27-10-2022,62.9087,SBI Small Cap Fund - Direct Plan - Growth
28-10-2022,63.1594,SBI Small Cap Fund - Direct Plan - Growth
31-10-2022,63.3579,SBI Small Cap Fund - Direct Plan - Growth
01-11-2022,62.2942,SBI Small Cap Fund - Direct Plan - Growth
02-11-2022,60.923,SBI Small Cap Fund - Direct Plan - Growth
03-11-2022,61.1043,SBI Small Cap Fund - Direct Plan - Growth
04-11-2022,60.3503,SBI Small Cap Fund - Direct Plan - Growth
07-11-2022,60.3446,SBI Small Cap Fund - Direct Plan - Growth
08-11-2022,59.8908,SBI Small Cap Fund - Direct Plan - Growth
09-11-2022,58.314,SBI Small Cap Fund - Direct Plan - Growth
10-11-2022,58.6557,SBI Small Cap Fund - Direct Plan - Growth
11-11-2022,58.3203,SBI Small Cap Fund - Direct Plan - Growth
14-11-2022,58.4197,SBI Small Cap Fund - Direct Plan - Growth
15-11-2022,57.6662,SBI Small Cap Fund - Direct Plan - Growth
16-11-2022,57.4054,SBI Small Cap Fund - Direct Plan - Growth
17-11-2022,58.7778,SBI Small Cap Fund - Direct Plan - Growth
18-11-2022,58.9205,SBI Small Cap Fund - Direct Plan - Growth
21-11-2022,59.4357,SBI Small Cap Fund - Direct Plan - Growth
22-11-2022,58.3324,SBI Small Cap Fund - Direct Plan - Growth
23-11-2022,60.4519,SBI Small Cap Fund - Direct Plan - Growth
24-11-2022,62.1537,SBI Small Cap Fund - Direct Plan - Growth
25-11-2022,63.4559,SBI Small Cap Fund - Direct Plan - Growth
28-11-2022,64.2765,SBI Small Cap Fund - Direct Plan - Growth
29-11-2022,64.3232,SBI Small Cap Fund - Direct Plan - Growth
30-11-2022,64.7819,SBI Small Cap Fund - Direct Plan - Growth
01-12-2022,65.8327,SBI Small Cap Fund - Direct Plan - Growth
02-12-2022,65.2449,SBI Small Cap Fund - Direct Plan - Growth
05-12-2022,64.8425,SBI Small Cap Fund - Direct Plan - Growth
06-12-2022,63.2515,SBI Small Cap Fund - Direct Plan - Growth
07-12-2022,62.5508,SBI Small Cap Fund - Direct Plan - Growth
08-12-2022,64.1408,SBI Small Cap Fund - Direct Plan - Growth
09-12-2022,63.8513,SBI Small Cap Fund - Direct Plan - Growth
12-12-2022,63.5788,SBI Small Cap Fund - Direct Plan - Growth
13-12-2022,63.9137,SBI Small Cap Fund - Direct Plan - Growth
14-12-2022,62.4,SBI Small Cap Fund - Direct Plan - Growth
15-12-2022,63.316,SBI Small Cap Fund - Direct Plan - Growth
16-12-2022,64.5505,SBI Small Cap Fund - Direct Plan - Growth
19-12-2022,64.9481,SBI Small Cap Fund - Direct Plan - Growth
20-12-2022,66.5893,SBI Small Cap Fund - Direct Plan - Growth
21-12-2022,65.2973,SBI Small Cap Fund - Direct Plan - Growth
22-12-2022,67.1358,SBI Small Cap Fund - Direct Plan - Growth
23-12-2022,66.4335,SBI Small Cap Fund - Direct Plan - Growth
26-12-2022,65.1913,SBI Small Cap Fund - Direct Plan - Growth
27-12-2022,64.9917,SBI Small Cap Fund - Direct Plan - Growth
28-12-2022,66.8492,SBI Small Cap Fund - Direct Plan - Growth
29-12-2022,66.8631,SBI Small Cap Fund - Direct Plan - Growth
30-12-2022,65.9612,SBI Small Cap Fund - Direct Plan - Growth
02-01-2023,64.713,SBI Small Cap Fund - Direct Plan - Growth
03-01-2023,64.6433,SBI Small Cap Fund - Direct Plan - Growth
04-01-2023,62.7412,SBI Small Cap Fund - Direct Plan - Growth
05-01-2023,61.5489,SBI Small Cap Fund - Direct Plan - Growth
06-01-2023,63.0043,SBI Small Cap Fund - Direct Plan - Growth
09-01-2023,64.2864,SBI Small Cap Fund - Direct Plan - Growth
10-01-2023,64.1947,SBI Small Cap Fund - Direct Plan - Growth
11-01-2023,63.7784,SBI Small Cap Fund - Direct Plan - Growth
12-01-2023,63.8663,SBI Small Cap Fund - Direct Plan - Growth
13-01-2023,66.1476,SBI Small Cap Fund - Direct Plan - Growth
16-01-2023,66.5824,SBI Small Cap Fund - Direct Plan - Growth
17-01-2023,67.5243,SBI Small Cap Fund - Direct Plan - Growth
18-01-2023,67.353,SBI Small Cap Fund - Direct Plan - Growth
19-01-2023,67.4482,SBI Small Cap Fund - Direct Plan - Growth
20-01-2023,68.1367,SBI Small Cap Fund - Direct Plan - Growth
23-01-2023,68.2996,SBI Small Cap Fund - Direct Plan - Growth
24-01-2023,66.3899,SBI Small Cap Fund - Direct Plan - Growth
25-01-2023,67.6984,SBI Small Cap Fund - Direct Plan - Growth
26-01-2023,67.1076,SBI Small Cap Fund - Direct Plan - Growth
27-01-2023,69.2664,SBI Small Cap Fund - Direct Plan - Growth
30-01-2023,70.0147,SBI Small Cap Fund - Direct Plan - Growth
31-01-2023,70.1242,SBI Small Cap Fund - Direct Plan - Growth
01-02-2023,70.6214,SBI Small Cap Fund - Direct Plan - Growth
02-02-2023,70.5418,SBI Small Cap Fund - Direct Plan - Growth
03-02-2023,70.0623,SBI Small Cap Fund - Direct Plan - Growth
06-02-2023,70.3155,SBI Small Cap Fund - Direct Plan - Growth
07-02-2023,71.2841,SBI Small Cap Fund - Direct Plan - Growth
08-02-2023,70.823,SBI Small Cap Fund - Direct Plan - Growth
09-02-2023,70.1974,SBI Small Cap Fund - Direct Plan - Growth
10-02-2023,69.8582,SBI Small Cap Fund - Direct Plan - Growth
13-02-2023,70.8907,SBI Small Cap Fund - Direct Plan - Growth
14-02-2023,72.4708,SBI Small Cap Fund - Direct Plan - Growth
15-02-2023,72.9005,SBI Small Cap Fund - Direct Plan - Growth
16-02-2023,73.5726,SBI Small Cap Fund - Direct Plan - Growth
17-02-2023,72.9145,SBI Small Cap Fund - Direct Plan - Growth
20-02-2023,73.9099,SBI Small Cap Fund - Direct Plan - Growth
21-02-2023,74.5585,SBI Small Cap Fund - Direct Plan - Growth
22-02-2023,73.8016,SBI Small Cap Fund - Direct Plan - Growth
23-02-2023,71.8595,SBI Small Cap Fund - Direct Plan - Growth
24-02-2023,70.5798,SBI Small Cap Fund - Direct Plan - Growth
27-02-2023,69.9066,SBI Small Cap Fund - Direct Plan - Growth
28-02-2023,71.16,SBI Small Cap Fund - Direct Plan - Growth
01-03-2023,72.8531,SBI Small Cap Fund - Direct Plan - Growth
02-03-2023,72.4092,SBI Small Cap Fund - Direct Plan - Growth
03-03-2023,72.0023,SBI Small Cap Fund - Direct Plan - Growth
06-03-2023,72.3209,SBI Small Cap Fund - Direct Plan - Growth
07-03-2023,72.3702,SBI Small Cap Fund - Direct Plan - Growth
08-03-2023,73.417,SBI Small Cap Fund - Direct Plan - Growth
09-03-2023,72.8775,SBI Small Cap Fund - Direct Plan - Growth
10-03-2023,73.9516,SBI Small Cap Fund - Direct Plan - Growth
13-03-2023,73.7232,SBI Small Cap Fund - Direct Plan - Growth
14-03-2023,74.7044,SBI Small Cap Fund - Direct Plan - Growth
15-03-2023,74.438,SBI Small Cap Fund - Direct Plan - Growth
16-03-2023,73.7907,SBI Small Cap Fund - Direct Plan - Growth
17-03-2023,75.9442,SBI Small Cap Fund - Direct Plan - Growth
20-03-2023,77.1957,SBI Small Cap Fund - Direct Plan - Growth
21-03-2023,75.1592,SBI Small Cap Fund - Direct Plan - Growth
22-03-2023,74.6931,SBI Small Cap Fund - Direct Plan - Growth
23-03-2023,76.0804,SBI Small Cap Fund - Direct Plan - Growth
24-03-2023,74.7528,SBI Small Cap Fund - Direct Plan - Growth
27-03-2023,75.6544,SBI Small Cap Fund - Direct Plan - Growth
28-03-2023,76.4492,SBI Small Cap Fund - Direct Plan - Growth
29-03-2023,75.6857,SBI Small Cap Fund - Direct Plan - Growth
30-03-2023,75.7135,SBI Small Cap Fund - Direct Plan - Growth
31-03-2023,73.3777,SBI Small Cap Fund - Direct Plan - Growth
03-04-2023,75.3631,SBI Small Cap Fund - Direct Plan - Growth
04-04-2023,75.0513,SBI Small Cap Fund - Direct Plan - Growth
05-04-2023,75.9938,SBI Small Cap Fund - Direct Plan - Growth
06-04-2023,76.7315,SBI Small Cap Fund - Direct Plan - Growth
07-04-2023,78.3327,SBI Small Cap Fund - Direct Plan - Growth
10-04-2023,77.8628,SBI Small Cap Fund - Direct Plan - Growth
11-04-2023,78.1398,SBI Small Cap Fund - Direct Plan - Growth
12-04-2023,78.8342,SBI Small Cap Fund - Direct Plan - Growth
13-04-2023,79.9054,SBI Small Cap Fund - Direct Plan - Growth
14-04-2023,81.3289,SBI Small Cap Fund - Direct Plan - Growth
17-04-2023,80.7872,SBI Small Cap Fund - Direct Plan - Growth
18-04-2023,80.0227,SBI Small Cap Fund - Direct Plan - Growth
19-04-2023,81.6953,SBI Small Cap Fund - Direct Plan - Growth
20-04-2023,79.2398,SBI Small Cap Fund - Direct Plan - Growth
21-04-2023,81.1456,SBI Small Cap Fund - Direct Plan - Growth
24-04-2023,80.8182,SBI Small Cap Fund - Direct Plan - Growth
25-04-2023,80.8531,SBI Small Cap Fund - Direct Plan - Growth
26-04-2023,80.066,SBI Small Cap Fund - Direct Plan - Growth
27-04-2023,80.0481,SBI Small Cap Fund - Direct Plan - Growth
28-04-2023,81.6144,SBI Small Cap Fund - Direct Plan - Growth
01-05-2023,82.5989,SBI Small Cap Fund - Direct Plan - Growth
02-05-2023,83.2506,SBI Small Cap Fund - Direct Plan - Growth
03-05-2023,83.4033,SBI Small Cap Fund - Direct Plan - Growth
04-05-2023,81.6364,SBI Small Cap Fund - Direct Plan - Growth
05-05-2023,80.6436,SBI Small Cap Fund - Direct Plan - Growth
08-05-2023,80.2687,SBI Small Cap Fund - Direct Plan - Growth
09-05-2023,80.8599,SBI Small Cap Fund - Direct Plan - Growth
10-05-2023,80.9848,SBI Small Cap Fund - Direct Plan - Growth
11-05-2023,82.2201,SBI Small Cap Fund - Direct Plan - Growth
12-05-2023,82.8453,SBI Small Cap Fund - Direct Plan - Growth
15-05-2023,82.9543,SBI Small Cap Fund - Direct Plan - Growth
16-05-2023,85.8275,SBI Small Cap Fund - Direct Plan - Growth
17-05-2023,86.3934,SBI Small Cap Fund - Direct Plan - Growth
18-05-2023,85.8768,SBI Small Cap Fund - Direct Plan - Growth
19-05-2023,88.3157,SBI Small Cap Fund - Direct Plan - Growth
22-05-2023,89.9501,SBI Small Cap Fund - Direct Plan - Growth
23-05-2023,92.4454,SBI Small Cap Fund - Direct Plan - Growth
24-05-2023,92.3378,SBI Small Cap Fund - Direct Plan - Growth
25-05-2023,93.7362,SBI Small Cap Fund - Direct Plan - Growth
26-05-2023,91.7403,SBI Small Cap Fund - Direct Plan - Growth
29-05-2023,92.8651,SBI Small Cap Fund - Direct Plan - Growth
30-05-2023,92.6918,SBI Small Cap Fund - Direct Plan - Growth
31-05-2023,90.8541,SBI Small Cap Fund - Direct Plan - Growth
01-06-2023,92.3068,SBI Small Cap Fund - Direct Plan - Growth
02-06-2023,89.8466,SBI Small Cap Fund - Direct Plan - Growth
05-06-2023,87.3138,SBI Small Cap Fund - Direct Plan - Growth
06-06-2023,87.8322,SBI Small Cap Fund - Direct Plan - Growth
07-06-2023,88.6288,SBI Small Cap Fund - Direct Plan - Growth
08-06-2023,89.9634,SBI Small Cap Fund - Direct Plan - Growth
09-06-2023,91.0096,SBI Small Cap Fund - Direct Plan - Growth
12-06-2023,93.071,SBI Small Cap Fund - Direct Plan - Growth
13-06-2023,94.0951,SBI Small Cap Fund - Direct Plan - Growth
14-06-2023,93.9554,SBI Small Cap Fund - Direct Plan - Growth
15-06-2023,93.8986,SBI Small Cap Fund - Direct Plan - Growth
16-06-2023,93.5481,SBI Small Cap Fund - Direct Plan - Growth
19-06-2023,94.0095,SBI Small Cap Fund - Direct Plan - Growth
20-06-2023,92.5091,SBI Small Cap Fund - Direct Plan - Growth
21-06-2023,93.0284,SBI Small Cap Fund - Direct Plan - Growth
22-06-2023,92.9543,SBI Small Cap Fund - Direct Plan - Growth
23-06-2023,93.3851,SBI Small Cap Fund - Direct Plan - Growth
26-06-2023,93.8223,SBI Small Cap Fund - Direct Plan - Growth
27-06-2023,90.418,SBI Small Cap Fund - Direct Plan - Growth
28-06-2023,89.2408,SBI Small Cap Fund - Direct Plan - Growth
29-06-2023,89.14,SBI Small Cap Fund - Direct Plan - Growth
30-06-2023,89.1104,SBI Small Cap Fund - Direct Plan - Growth
03-07-2023,89.5017,SBI Small Cap Fund - Direct Plan - Growth
04-07-2023,89.9524,SBI Small Cap Fund - Direct Plan - Growth
05-07-2023,92.0432,SBI Small Cap Fund - Direct Plan - Growth
06-07-2023,92.5206,SBI Small Cap Fund - Direct Plan - Growth
07-07-2023,92.1324,SBI Small Cap Fund - Direct Plan - Growth
10-07-2023,89.9685,SBI Small Cap Fund - Direct Plan - Growth
11-07-2023,88.1666,SBI Small Cap Fund - Direct Plan - Growth
12-07-2023,88.9188,SBI Small Cap Fund - Direct Plan - Growth
13-07-2023,90.3777,SBI Small Cap Fund - Direct Plan - Growth
14-07-2023,92.5125,SBI Small Cap Fund - Direct Plan - Growth
